Points_0,Points_1,Points_2,Points_Magnitude,arc_length,phi,Point ID,vtkValidPointMask
0.805,0.805,0,1.13844,1.13844,0.90798,805,1
0.806,0.806,0,1.13986,1.13986,0.915758,806,1
0.807,0.807,0,1.14127,1.14127,0.923535,807,1
0.808,0.808,0,1.14268,1.14268,0.931311,808,1
0.809,0.809,0,1.1441,1.1441,0.939202,809,1
0.81,0.81,0,1.14551,1.14551,0.947261,810,1
0.811,0.811,0,1.14693,1.14693,0.955319,811,1
0.812,0.812,0,1.14834,1.14834,0.963376,812,1
0.813,0.813,0,1.14976,1.14976,0.97158,813,1
0.814,0.814,0,1.15117,1.15117,0.979931,814,1
0.815,0.815,0,1.15258,1.15258,0.988281,815,1
0.816,0.816,0,1.154,1.154,0.99663,816,1
0.817,0.817,0,1.15541,1.15541,1.00516,817,1
0.818,0.818,0,1.15683,1.15683,1.01381,818,1
0.819,0.819,0,1.15824,1.15824,1.02247,819,1
0.82,0.82,0,1.15966,1.15966,1.03112,820,1
0.821,0.821,0,1.16107,1.16107,1.03999,821,1
0.822,0.822,0,1.16248,1.16248,1.04895,822,1
0.823,0.823,0,1.1639,1.1639,1.05792,823,1
0.824,0.824,0,1.16531,1.16531,1.06688,824,1
0.825,0.825,0,1.16673,1.16673,1.0761,825,1
0.826,0.826,0,1.16814,1.16814,1.0854,826,1
0.827,0.827,0,1.16955,1.16955,1.09469,827,1
0.828,0.828,0,1.17097,1.17097,1.10398,828,1
0.829,0.829,0,1.17238,1.17238,1.11357,829,1
0.83,0.83,0,1.1738,1.1738,1.12321,830,1
0.831,0.831,0,1.17521,1.17521,1.13284,831,1
0.832,0.832,0,1.17663,1.17663,1.14247,832,1
0.833,0.833,0,1.17804,1.17804,1.15244,833,1
0.834,0.834,0,1.17945,1.17945,1.16242,834,1
0.835,0.835,0,1.18087,1.18087,1.1724,835,1
0.836,0.836,0,1.18228,1.18228,1.1824,836,1
